NA12878,NA12878.cram,NA12878.cram.crai,GRCh38_full_analysis_set_plus_decoy_hla.fa,hg38,NA12878.bed,Illumina
NA12878,NA12878_pacbio.cram,NA12878_pacbio.cram.crai,GRCh38_full_analysis_set_plus_decoy_hla.fa,hg38,NA12878.bed,PacBio
NA12878,NA12878_nanopore.cram,NA12878_nanopore.cram.crai,GRCh38_full_analysis_set_plus_decoy_hla.fa,hg38,NA12878.bed,Nanopore
NA12891,NA12891.cram,NA12891.cram.crai,GRCh38_full_analysis_set_plus_decoy_hla.fa,hg38,NA12891.bed,Illumina
